FECHA	HORA	Altura	Combinacion_Canya	Temperatura
11/12/2015	12:49:09	553.620000	2.000000	14.600000
11/12/2015	12:49:10	553.620000	2.000000	14.600000
11/12/2015	12:49:10	553.620000	2.000000	14.600000
11/12/2015	12:49:10	588.000000	2.000000	14.600000
11/12/2015	12:49:10	588.000000	2.000000	14.600000
11/12/2015	12:49:10	588.000000	2.000000	14.600000
11/12/2015	12:49:11	588.000000	2.000000	14.600000
11/12/2015	12:49:11	588.000000	2.000000	14.600000
11/12/2015	12:49:11	588.000000	2.000000	14.600000
11/12/2015	12:49:11	588.000000	2.000000	14.600000
11/12/2015	12:49:11	588.000000	2.000000	14.600000
11/12/2015	12:49:12	588.000000	2.000000	14.600000
11/12/2015	12:49:12	588.000000	2.000000	14.600000
11/12/2015	12:49:12	588.000000	2.000000	14.600000
11/12/2015	12:49:12	588.000000	2.000000	14.600000
11/12/2015	12:49:12	588.000000	2.000000	14.600000
11/12/2015	12:49:13	588.000000	2.000000	14.600000
11/12/2015	12:49:13	588.000000	2.000000	14.600000
11/12/2015	12:49:13	588.000000	2.000000	14.600000
11/12/2015	12:49:13	588.000000	2.000000	14.600000
11/12/2015	12:49:13	588.000000	2.000000	14.600000
11/12/2015	12:49:14	588.000000	2.000000	14.600000
11/12/2015	12:49:14	588.000000	2.000000	14.600000
11/12/2015	12:49:34	317.600000	3.000000	14.500000
11/12/2015	12:49:34	317.600000	3.000000	14.500000
11/12/2015	12:49:34	317.600000	3.000000	14.500000
11/12/2015	12:49:34	317.600000	3.000000	14.500000
11/12/2015	12:49:35	317.600000	3.000000	14.500000
11/12/2015	12:49:35	317.600000	3.000000	14.500000
11/12/2015	12:49:35	317.600000	3.000000	14.500000
11/12/2015	12:49:35	317.600000	3.000000	14.500000
11/12/2015	12:49:36	317.600000	3.000000	14.500000
11/12/2015	12:49:36	317.600000	3.000000	14.500000
11/12/2015	12:49:36	317.600000	3.000000	14.500000
11/12/2015	12:49:36	317.600000	3.000000	14.500000
11/12/2015	12:49:36	317.600000	3.000000	14.500000
11/12/2015	12:49:37	317.600000	3.000000	14.500000
11/12/2015	12:49:37	317.600000	3.000000	14.500000
11/12/2015	12:49:37	317.600000	3.000000	14.500000
11/12/2015	12:49:37	317.600000	3.000000	14.500000
11/12/2015	12:49:37	317.600000	3.000000	14.500000
11/12/2015	12:49:38	317.600000	3.000000	14.500000
11/12/2015	12:49:38	317.600000	3.000000	14.500000
11/12/2015	12:49:38	336.250000	3.000000	14.500000
11/12/2015	12:49:38	336.250000	3.000000	14.500000
11/12/2015	12:49:38	336.250000	3.000000	14.500000
11/12/2015	12:49:39	336.250000	3.000000	14.500000
11/12/2015	12:49:39	336.250000	3.000000	14.500000
11/12/2015	12:49:39	336.250000	3.000000	14.500000
11/12/2015	12:49:39	336.250000	3.000000	14.500000
11/12/2015	12:49:39	336.250000	3.000000	14.500000
11/12/2015	12:49:40	336.250000	3.000000	14.500000
11/12/2015	12:49:40	336.250000	3.000000	14.500000
11/12/2015	12:49:40	336.250000	3.000000	14.500000
11/12/2015	12:49:40	336.250000	3.000000	14.500000
11/12/2015	12:49:40	336.250000	3.000000	14.500000
11/12/2015	12:49:41	336.250000	3.000000	14.500000
